TITLE = "Temporal Signal for receiver number 00007"
VARIABLES = "Time","xx","yy","zz","xy","yz","xz","u","v","w"
# x1       577.0
# x2       384.0
# x3       0.1
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.003405077 -0.001212789 0.001208868
0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0007940381 -0.00175787 0.003059783
0.04 0.0 0.0 0.0 0.0 0.0 0.0 -0.00254032 -0.001764624 0.005448832
0.06 0.0 0.0 0.0 0.0 0.0 0.0 -0.004643269 -0.00150013 0.005945614
0.08 0.0 0.0 0.0 0.0 0.0 0.0 -0.006366161 -0.0002396993 0.005070082
0.1 0.0 0.0 0.0 0.0 0.0 0.0 -0.00668249 0.001403504 0.003434785
0.12 0.0 0.0 0.0 0.0 0.0 0.0 -0.006625527 0.00168033 0.001871161
0.14 0.0 0.0 0.0 0.0 0.0 0.0 -0.007603679 0.001632351 0.002053068
0.16 0.0 0.0 0.0 0.0 0.0 0.0 -0.008769339 0.002758279 0.005630618
0.18 0.0 0.0 0.0 0.0 0.0 0.0 -0.007737252 0.002170486 0.009881797
0.2 0.0 0.0 0.0 0.0 0.0 0.0 -0.004309245 -0.00446219 0.01177425
0.22 0.0 0.0 0.0 0.0 0.0 0.0 -0.008906069 -0.002439391 0.01624996
0.24 0.0 0.0 0.0 0.0 0.0 0.0 -0.001475313 -0.001237487 0.01214301
0.26 0.0 0.0 0.0 0.0 0.0 0.0 -0.003502046 -0.01427303 0.009761592
0.28 0.0 0.0 0.0 0.0 0.0 0.0 -0.01260163 -0.01371824 0.01811609
0.3 0.0 0.0 0.0 0.0 0.0 0.0 -0.01525979 -0.006137657 0.02276803
0.32 0.0 0.0 0.0 0.0 0.0 0.0 -0.01223946 0.0007814682 0.0163417
0.34 0.0 0.0 0.0 0.0 0.0 0.0 -0.007614203 0.00538743 0.003153267
0.36 0.0 0.0 0.0 0.0 0.0 0.0 -0.002186292 0.005923352 -0.01013071
0.38 0.0 0.0 0.0 0.0 0.0 0.0 0.003522611 0.005072688 -0.02005711
0.4 0.0 0.0 0.0 0.0 0.0 0.0 0.007629803 0.004106609 -0.02301028
0.42 0.0 0.0 0.0 0.0 0.0 0.0 0.01025066 0.003683922 -0.0179745
0.44 0.0 0.0 0.0 0.0 0.0 0.0 0.2461325 0.1231608 -1.220452
0.46 0.0 0.0 0.0 0.0 0.0 0.0 0.2454128 -0.1104502 -2.231922
0.48 0.0 0.0 0.0 0.0 0.0 0.0 -0.01166265 -0.5135954 -2.089981
0.5 0.0 0.0 0.0 0.0 0.0 0.0 -0.2276397 -0.8570265 -2.021559
0.52 0.0 0.0 0.0 0.0 0.0 0.0 -0.4122299 -1.156855 -2.013788
0.54 0.0 0.0 0.0 0.0 0.0 0.0 -0.5700129 -1.424875 -2.05252
0.56 0.0 0.0 0.0 0.0 0.0 0.0 -0.7144606 -1.670643 -2.10428
0.58 0.0 0.0 0.0 0.0 0.0 0.0 -1.467443 -2.146919 0.4301063
0.6 0.0 0.0 0.0 0.0 0.0 0.0 -1.205811 -1.817003 0.07290648
0.62 0.0 0.0 0.0 0.0 0.0 0.0 -0.9991532 -1.60049 -0.2203912
0.64 0.0 0.0 0.0 0.0 0.0 0.0 -0.8627541 -1.422141 -0.4732161
0.66 0.0 0.0 0.0 0.0 0.0 0.0 -0.7640045 -1.296764 -0.6720637
0.68 0.0 0.0 0.0 0.0 0.0 0.0 -0.6937025 -1.220656 -0.817845
